,title,body,url
631,J-Trip Plan,"The Ceramic Tanuki Statues of Shigaraki, Shiga Pref. & Ekiben Train Bento",https://www3.nhk.or.jp/nhkworld/en/vod/jtripplan/2059024/
632,Japan-easy,#23 Talking about giving and receiving (Part 2),https://www3.nhk.or.jp/nhkworld/en/vod/japaneasy/6210023/
633,Journey to Oshin's Homeland,Part 3: Mogami River Cruise,https://www3.nhk.or.jp/nhkworld/en/vod/oshinshomeland/3004486/
634,Journey to Oshin's Homeland,Part 2: Ginzan Hot Springs,https://www3.nhk.or.jp/nhkworld/en/vod/oshinshomeland/3004485/
635,GLOBAL AGENDA,China's 'Belt and Road': Reshaping the World,https://www3.nhk.or.jp/nhkworld/en/vod/globalagenda/2047034/
636,Kids Meet the World,"Making Videos, Making Friends: Nagano Meets Rwanda",https://www3.nhk.or.jp/nhkworld/en/vod/kids/2071001/
637,Journeys in Japan,Manazuru: Good Living by Design,https://www3.nhk.or.jp/nhkworld/en/vod/journeys/2007298/
638,J-Trip Plan,A Mountainous Pilgrimage of Stone Buddhist Statues & A Town Draped in Curtains,https://www3.nhk.or.jp/nhkworld/en/vod/jtripplan/2059048/
639,Japan-easy,#22 Talking about giving and receiving (Part 1),https://www3.nhk.or.jp/nhkworld/en/vod/japaneasy/6210022/
640,Running in Japan,Himeji Castle Marathon,https://www3.nhk.or.jp/nhkworld/en/vod/runninginjapan/3019005/
641,Journey to Oshin's Homeland,Part 1: Yamadera,https://www3.nhk.or.jp/nhkworld/en/vod/oshinshomeland/3004484/
642,TOKYO EYE 2020,"Ueno: Pandas, Parks and More",https://www3.nhk.or.jp/nhkworld/en/vod/tokyoeye2020/2053107/
643,J-Trip Plan,Traveling the Pacific Coast of Kochi Pref. & Cultural Museums,https://www3.nhk.or.jp/nhkworld/en/vod/jtripplan/2059023/
644,Japan-easy II,#24 I have to go home.,https://www3.nhk.or.jp/nhkworld/en/vod/japaneasy2/6210124/
645,Wild Hokkaido!,The Forest of Tomakomai,https://www3.nhk.or.jp/nhkworld/en/vod/wildhokkaido/2069024/
646,CYCLE AROUND JAPAN,Miyazaki - Through a Sunlit Land -,https://www3.nhk.or.jp/nhkworld/en/vod/cycle/2066010/
647,Kawaii International,Keeping Up With the Kawaii: Top Trends,https://www3.nhk.or.jp/nhkworld/en/vod/kawaii-i/2025083/
648,Journeys in Japan,Takada: Community and Tradition in Snow Country,https://www3.nhk.or.jp/nhkworld/en/vod/journeys/2007324/
649,J-Trip Plan,Winter Delicacies of the Northeastern Seas & Hiking a Steep Mountain between Osaka and Nara,https://www3.nhk.or.jp/nhkworld/en/vod/jtripplan/2059047/
650,Japan-easy II,#23 I don't like this.,https://www3.nhk.or.jp/nhkworld/en/vod/japaneasy2/6210123/
651,Wild Hokkaido!,Severe Winter in the Taisetsu Mountain Range,https://www3.nhk.or.jp/nhkworld/en/vod/wildhokkaido/2069023/
652,Kawaii International,It's a Small Kawaii World,https://www3.nhk.or.jp/nhkworld/en/vod/kawaii-i/2025082/
653,BOSAI: An Educational Journey,Fukushima Edition 3: Food Safety,https://www3.nhk.or.jp/nhkworld/en/vod/bosai/9106008/
654,BOSAI: An Educational Journey,Fukushima Edition 2: Decontamination,https://www3.nhk.or.jp/nhkworld/en/vod/bosai/9106007/
655,BOSAI: An Educational Journey,Fukushima Edition 1: Lessons,https://www3.nhk.or.jp/nhkworld/en/vod/bosai/9106006/
656,BOSAI: An Educational Journey,Tsunami Edition 5: A Message from an Expert / Evacuation Knowledge,https://www3.nhk.or.jp/nhkworld/en/vod/bosai/9106005/
657,BOSAI: An Educational Journey,Tsunami Edition 4: A Message from an Expert / Sharing Japan's Lessons with the World,https://www3.nhk.or.jp/nhkworld/en/vod/bosai/9106004/
658,BOSAI: An Educational Journey,Tsunami Edition 3: Taking Refuge,https://www3.nhk.or.jp/nhkworld/en/vod/bosai/9106003/
659,BOSAI: An Educational Journey,Tsunami Edition 2: Evacuation,https://www3.nhk.or.jp/nhkworld/en/vod/bosai/9106002/
660,BOSAI: An Educational Journey,Tsunami Edition 1: Community,https://www3.nhk.or.jp/nhkworld/en/vod/bosai/9106001/
661,TOKYO EYE 2020,The Best of: The Embassy Take on Tokyo,https://www3.nhk.or.jp/nhkworld/en/vod/tokyoeye2020/2053106/
662,Journeys in Japan,Fukuoka: City of Food and Flavor,https://www3.nhk.or.jp/nhkworld/en/vod/journeys/2007323/
663,J-Trip Plan,The Hot Springs of Kyushu & Country Life in Tottori Prefecture,https://www3.nhk.or.jp/nhkworld/en/vod/jtripplan/2059013/
664,HAIKU MASTERS,"HAIKU MASTERS in Yufuin, Oita",https://www3.nhk.or.jp/nhkworld/en/vod/haiku_masters/2060016/
665,Japan-easy,#21 Formal and casual ways of talking,https://www3.nhk.or.jp/nhkworld/en/vod/japaneasy/6210021/
666,GLOBAL AGENDA,Basic Income: Money for Nothing? Davos 2018,https://www3.nhk.or.jp/nhkworld/en/vod/globalagenda/2047033/
667,#TOKYO,Keyword: Tower,https://www3.nhk.or.jp/nhkworld/en/vod/hashtagtokyo/2064009/
668,NHK WORLD PRIME,Chasing the Father's Shadow: Vietnamese Children of Japanese Soldiers,https://www3.nhk.or.jp/nhkworld/en/vod/worldprime/3016011/
669,BOSAI: An Educational Journey,Fukushima Edition,https://www3.nhk.or.jp/nhkworld/en/vod/bosai/3004455/
670,TOKYO EYE 2020,Tsukiji: More Than Just the Market,https://www3.nhk.or.jp/nhkworld/en/vod/tokyoeye2020/2053105/
671,Journeys in Japan,"Oita: Rest and Recuperation, Onsen Style",https://www3.nhk.or.jp/nhkworld/en/vod/journeys/2007322/
672,Japan-easy,#20 Inviting someone to do something,https://www3.nhk.or.jp/nhkworld/en/vod/japaneasy/6210020/
673,BOSAI: An Educational Journey,Tsunami Edition,https://www3.nhk.or.jp/nhkworld/en/vod/bosai/3004454/
674,Asia Insight,The Next China: Young Perspectives on China's Role in the World,https://www3.nhk.or.jp/nhkworld/en/vod/asiainsight/2022224/
675,Journeys in Japan,A Spiritual Journey in Oita,https://www3.nhk.or.jp/nhkworld/en/vod/journeys/2007138/
676,Trails to Tsukiji,SALMON,https://www3.nhk.or.jp/nhkworld/en/vod/tsukiji/9101008/
677,imagine-nation,The 5th Japan Vietnam Festival in Ho Chi Minh City,https://www3.nhk.or.jp/nhkworld/en/vod/imagine/2002309/
678,Journeys in Japan,Tsubakuro-dake: New Year High Up in the Northern Alps,https://www3.nhk.or.jp/nhkworld/en/vod/journeys/2007321/
679,Japan-easy II,#22 I am cooking now.,https://www3.nhk.or.jp/nhkworld/en/vod/japaneasy2/6210122/
680,CYCLE AROUND JAPAN,Shimanami - Life on the Islands -,https://www3.nhk.or.jp/nhkworld/en/vod/cycle/2066009/
681,Journeys in Japan,Yokkaichi: Bringing Back the Skies,https://www3.nhk.or.jp/nhkworld/en/vod/journeys/2007320/
682,J-Trip Plan,The Hidden History of a Port Town & Thrilling Rock Climbing,https://www3.nhk.or.jp/nhkworld/en/vod/jtripplan/2059045/
683,Japan-easy II,#21 I like the bigger one.,https://www3.nhk.or.jp/nhkworld/en/vod/japaneasy2/6210121/
684,Wild Hokkaido!,Biei Forest,https://www3.nhk.or.jp/nhkworld/en/vod/wildhokkaido/2069021/
685,TOKYO EYE 2020,Tokyo's Western Architectural Legacy,https://www3.nhk.or.jp/nhkworld/en/vod/tokyoeye2020/2053104/
686,Journeys in Japan,"Nagara River: Pristine Beauty, Waterborne Bounty",https://www3.nhk.or.jp/nhkworld/en/vod/journeys/2007311/
687,Japan-easy,#19 Comparing two things,https://www3.nhk.or.jp/nhkworld/en/vod/japaneasy/6210069/
688,Journeys in Japan,Gujo-hachiman: Dancing in the City of Water,https://www3.nhk.or.jp/nhkworld/en/vod/journeys/2007197/
689,Journeys in Japan,SABAE: Eye on Design,https://www3.nhk.or.jp/nhkworld/en/vod/journeys/2007268/
690,J-Trip Plan,A Mystical Land of Myths & Getting around Japan,https://www3.nhk.or.jp/nhkworld/en/vod/jtripplan/2059044/
691,Japan-easy,#18 Using time words,https://www3.nhk.or.jp/nhkworld/en/vod/japaneasy/6210068/
692,Journeys in Japan,"Following the Old Mackerel Road - Wakasa Bay, Fukui Pref. -",https://www3.nhk.or.jp/nhkworld/en/vod/journeys/2007207/
693,Trails to Tsukiji,YAMAIMO,https://www3.nhk.or.jp/nhkworld/en/vod/tsukiji/9101009/
694,Journeys in Japan,Uchikawa: A retro river townscape,https://www3.nhk.or.jp/nhkworld/en/vod/journeys/2007275/
695,J-Trip Plan,"Winter Wonderland & The Handicrafts of Echizen, Fukui Pref.",https://www3.nhk.or.jp/nhkworld/en/vod/jtripplan/2059020/
696,Japan-easy II,"#20 This is expensive, isn't it?",https://www3.nhk.or.jp/nhkworld/en/vod/japaneasy2/6210120/
697,Japan-easy II,#19 I think it's cute.,https://www3.nhk.or.jp/nhkworld/en/vod/japaneasy2/6210119/
698,Train Cruise,Along the Mountain Rivers of Fukushima and Miyagi,https://www3.nhk.or.jp/nhkworld/en/vod/traincruise/2068004/
699,Japan-easy,#17 Expressing what you want to do,https://www3.nhk.or.jp/nhkworld/en/vod/japaneasy/6210017/
700,Japan-easy,#16 Expressing what you want,https://www3.nhk.or.jp/nhkworld/en/vod/japaneasy/6210016/
701,Asia Insight,Chinese Comics Go Worldwide,https://www3.nhk.or.jp/nhkworld/en/vod/asiainsight/2022219/
702,Japan-easy,#15 Saying you're sick,https://www3.nhk.or.jp/nhkworld/en/vod/japaneasy/6210015/
703,Japan-easy II,#18 Let's go to Tokyo Tower.,https://www3.nhk.or.jp/nhkworld/en/vod/japaneasy2/6210118/
704,Japan-easy II,#17 Can I change money here?,https://www3.nhk.or.jp/nhkworld/en/vod/japaneasy2/6210117/
705,Japan-easy,#14 Saying that something is there,https://www3.nhk.or.jp/nhkworld/en/vod/japaneasy/6210014/
706,Japan-easy,#13 Saying that someone is there,https://www3.nhk.or.jp/nhkworld/en/vod/japaneasy/6210013/
707,Trails to Tsukiji,MATSUTAKE,https://www3.nhk.or.jp/nhkworld/en/vod/tsukiji/9101011/
708,J-Trip Plan,Local Morning Markets & Traditional Paper Making in Fukuoka Pref.,https://www3.nhk.or.jp/nhkworld/en/vod/jtripplan/2059016/
709,Japan-easy II,#16 Could you take my picture?,https://www3.nhk.or.jp/nhkworld/en/vod/japaneasy2/6210116/
710,Japan-easy II,#15 May I sit down?,https://www3.nhk.or.jp/nhkworld/en/vod/japaneasy2/6210115/
711,Japan-easy,#12 Asking if something is A or B,https://www3.nhk.or.jp/nhkworld/en/vod/japaneasy/6210062/
712,Anime Supernova,Depicting Life and Death with Puppets,https://www3.nhk.or.jp/nhkworld/en/vod/anime/2065011/
713,Anime Supernova,Chilling Your Spine and Tickling Your Funnybone,https://www3.nhk.or.jp/nhkworld/en/vod/anime/2065010/
714,Japan-easy,#11 Talking about action (Part3),https://www3.nhk.or.jp/nhkworld/en/vod/japaneasy/6210061/
715,Japan-easy II,#14 Do you have miso ramen?,https://www3.nhk.or.jp/nhkworld/en/vod/japaneasy2/6210114/
716,Anime Supernova,Dramatic Flourishes,https://www3.nhk.or.jp/nhkworld/en/vod/anime/2065009/
717,Japan-easy II,#13 I want to eat ramen.,https://www3.nhk.or.jp/nhkworld/en/vod/japaneasy2/6210113/
718,Asia Insight,Night School Students in China - Seeking Light within the Dark,https://www3.nhk.or.jp/nhkworld/en/vod/asiainsight/2022211/
719,Japan-easy,#10 Talking about action (Part2),https://www3.nhk.or.jp/nhkworld/en/vod/japaneasy/6210010/
720,Train Cruise,A Volcanic Peninsula on a Single-car Train,https://www3.nhk.or.jp/nhkworld/en/vod/traincruise/2068002/
721,Japan-easy II,#12 Does this bus go to Shibuya?,https://www3.nhk.or.jp/nhkworld/en/vod/japaneasy2/6210112/
722,Trails to Tsukiji,HAMO,https://www3.nhk.or.jp/nhkworld/en/vod/tsukiji/9101006/
723,Journeys in Japan,Chichibu: An Autumn Pilgrimage,https://www3.nhk.or.jp/nhkworld/en/vod/journeys/2007279/
724,Japan-easy II,#11 How long will it take?,https://www3.nhk.or.jp/nhkworld/en/vod/japaneasy2/6210111/
725,Anime Supernova,A Maestro of Computer Graphics,https://www3.nhk.or.jp/nhkworld/en/vod/anime/2065007/
726,J-Trip Plan,"The Ninja of Iga, Mie Prefecture & Good Luck Charms",https://www3.nhk.or.jp/nhkworld/en/vod/jtripplan/2059010/
727,Japan-easy II,#10 Is it near here?,https://www3.nhk.or.jp/nhkworld/en/vod/japaneasy2/6210110/
728,Drainspotters,#1 Green Tea,https://www3.nhk.or.jp/nhkworld/en/vod/drainspotters/3004426/
729,Drainspotters,#2 Ninja,https://www3.nhk.or.jp/nhkworld/en/vod/drainspotters/3004427/
730,Drainspotters,#3 Nonbori-arai (Washing Carp Streamers),https://www3.nhk.or.jp/nhkworld/en/vod/drainspotters/3004428/
731,Drainspotters,#4 Morning Market,https://www3.nhk.or.jp/nhkworld/en/vod/drainspotters/3004429/
732,Drainspotters,#5 Nishikigoi (Ornamental Carp),https://www3.nhk.or.jp/nhkworld/en/vod/drainspotters/3004430/
733,Japan-easy II,#9 When is it?,https://www3.nhk.or.jp/nhkworld/en/vod/japaneasy2/6210109/
734,J-Trip Plan,"Takaoka, the City of ""Kawaii"" in Toyama Prefecture & Summer Fireworks",https://www3.nhk.or.jp/nhkworld/en/vod/jtripplan/2059009/
735,Japan-easy,#9 Talking about action (Part1),https://www3.nhk.or.jp/nhkworld/en/vod/japaneasy/6210009/
736,Journeys in Japan,"Murayama, Yamagata: Local Delicacies, Local Pride",https://www3.nhk.or.jp/nhkworld/en/vod/journeys/2007302/
737,Japan-easy,#8 Negative sentences,https://www3.nhk.or.jp/nhkworld/en/vod/japaneasy/6210008/
738,Japan-easy,#7 Past sentences (Part2),https://www3.nhk.or.jp/nhkworld/en/vod/japaneasy/6210007/
739,J-Trip Plan,Summer Waterfront Retreats & The Gardens of Hokkaido,https://www3.nhk.or.jp/nhkworld/en/vod/jtripplan/2059008/
740,Japan-easy II,#8 Where is the restroom?,https://www3.nhk.or.jp/nhkworld/en/vod/japaneasy2/6210108/
741,Japan-easy II,#7 How much is this?,https://www3.nhk.or.jp/nhkworld/en/vod/japaneasy2/6210107/
742,Japan-easy,#6 Past sentences (Part1),https://www3.nhk.or.jp/nhkworld/en/vod/japaneasy/6210006/
743,Japan-easy,"#5 Words like this, that, and it",https://www3.nhk.or.jp/nhkworld/en/vod/japaneasy/6210005/
744,Japan-easy II,#6 How do you say this in Japanese?,https://www3.nhk.or.jp/nhkworld/en/vod/japaneasy2/6210106/
745,Trails to Tsukiji,SANSAI,https://www3.nhk.or.jp/nhkworld/en/vod/tsukiji/9101013/
746,Japan-easy II,#5 Which is your recommendation?,https://www3.nhk.or.jp/nhkworld/en/vod/japaneasy2/6210105/
747,Asia Insight,"Korea, Seoul: The Youth of the Daehangno District",https://www3.nhk.or.jp/nhkworld/en/vod/asiainsight/2022200/
748,J-Trip Plan,Mystical Spots around Japan & Delicacies of Ise-Shima,https://www3.nhk.or.jp/nhkworld/en/vod/jtripplan/2059005/
749,Japan-easy,#4 Expressing your impressions or feelings,https://www3.nhk.or.jp/nhkworld/en/vod/japaneasy/6210004/
750,J-Trip Plan,"Cheap, Popular, Local Dishes & Nearby Narita Airport, The Gateway to Japan",https://www3.nhk.or.jp/nhkworld/en/vod/jtripplan/2059004/
751,Japan-easy,#3 Talking about ownership,https://www3.nhk.or.jp/nhkworld/en/vod/japaneasy/6210003/
752,Japan-easy II,#4 Who is this?,https://www3.nhk.or.jp/nhkworld/en/vod/japaneasy2/6210104/
753,Japan-easy II,#3 What is this?,https://www3.nhk.or.jp/nhkworld/en/vod/japaneasy2/6210103/
754,Japan-easy,#2 Basic sentences: A is B (Part2),https://www3.nhk.or.jp/nhkworld/en/vod/japaneasy/6210002/
755,J-Trip Plan,"May Festivals & Experiencing Okonomiyaki, Hiroshima Style",https://www3.nhk.or.jp/nhkworld/en/vod/jtripplan/2059003/
756,Japan-easy,#1 Basic sentences: A is B (Part1),https://www3.nhk.or.jp/nhkworld/en/vod/japaneasy/6210001/
757,Anime Supernova,Handcrafted Fantasies in a Digital World,https://www3.nhk.or.jp/nhkworld/en/vod/anime/2065003/
758,Japan-easy II,#2 This is mine.,https://www3.nhk.or.jp/nhkworld/en/vod/japaneasy2/6210102/
759,Japan-easy II,"#1 Shinjuku, please.",https://www3.nhk.or.jp/nhkworld/en/vod/japaneasy2/6210101/
760,Easy Travel Japanese,#4: Now use them,https://www3.nhk.or.jp/nhkworld/en/vod/easytravel_j/3004400/
761,Easy Travel Japanese,#3: Doko desu ka? Where is it?,https://www3.nhk.or.jp/nhkworld/en/vod/easytravel_j/3004399/
762,Easy Travel Japanese,#2: Sumimasen. A versatile word,https://www3.nhk.or.jp/nhkworld/en/vod/easytravel_j/3004398/
763,Easy Travel Japanese,#1: Ii desu ka? May I?,https://www3.nhk.or.jp/nhkworld/en/vod/easytravel_j/3004397/
764,Trails to Tsukiji,YUZU,https://www3.nhk.or.jp/nhkworld/en/vod/tsukiji/9101012/
765,Asia Insight,"Beijing's ""Audition Hotels""",https://www3.nhk.or.jp/nhkworld/en/vod/asiainsight/2022181/
766,Asia Insight,"The Men who Carried a City: Chongqing, China",https://www3.nhk.or.jp/nhkworld/en/vod/asiainsight/2022176/
767,Trails to Tsukiji,KAMO-NASU,https://www3.nhk.or.jp/nhkworld/en/vod/tsukiji/9101007/
768,Trails to Tsukiji,AYU,https://www3.nhk.or.jp/nhkworld/en/vod/tsukiji/9101005/
769,Trails to Tsukiji,SNOW CRAB,https://www3.nhk.or.jp/nhkworld/en/vod/tsukiji/9101010/
770,Japanology Plus,Silk,https://www3.nhk.or.jp/nhkworld/en/vod/japanologyplus/2032067/
771,Journeys in Japan,"Artisans and Beauty: Koshu, Yamanashi",https://www3.nhk.or.jp/nhkworld/en/vod/journeys/2007244/
772,Japanology Plus,Onsen,https://www3.nhk.or.jp/nhkworld/en/vod/japanologyplus/2032056/
773,Asia Insight,African Students in Chinese Acrobatics,https://www3.nhk.or.jp/nhkworld/en/vod/asiainsight/2022138/
774,Japanology Plus,Haunted Houses,https://www3.nhk.or.jp/nhkworld/en/vod/japanologyplus/2032055/
775,Japanology Plus,Izakaya,https://www3.nhk.or.jp/nhkworld/en/vod/japanologyplus/2032043/
776,Journeys in Japan,Savoring Fall on Shodoshima,https://www3.nhk.or.jp/nhkworld/en/vod/journeys/2007208/
777,Japanology Plus,Cherry Trees,https://www3.nhk.or.jp/nhkworld/en/vod/japanologyplus/2032005/
778,Japanology Plus,Begin JapanologyJapanophiles: Matt Alt,https://www3.nhk.or.jp/nhkworld/en/vod/japanologyplus/2001070/
